id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000065491,TBC1D22B,chr6,+,37225548,37225548,protein_coding
ENSG00000065518,NDUFB4,chr3,+,120315156,120315185,protein_coding
ENSG00000065526,SPEN,chr1,+,16174359,16174354,protein_coding
ENSG00000065534,MYLK,chr3,-,123603178,123603146,protein_coding
ENSG00000065548,ZC3H15,chr2,+,187350883,187350987,protein_coding
ENSG00000065559,MAP2K4,chr17,+,11924141,11924194,protein_coding
ENSG00000065600,TMEM206,chr1,-,212588243,212588228,protein_coding
ENSG00000065609,SNAP91,chr6,-,84419410,84418801,protein_coding
ENSG00000065613,SLK,chr10,+,105726959,105726927,protein_coding
ENSG00000065615,CYB5R4,chr6,+,84569362,84569408,protein_coding
ENSG00000065618,COL17A1,chr10,-,105845760,105845638,protein_coding
ENSG00000065621,GSTO2,chr10,+,106028631,106034924,protein_coding
ENSG00000065665,SEC61A2,chr10,+,12171636,12171688,protein_coding
ENSG00000065675,PRKCQ,chr10,-,6622263,6622238,protein_coding
ENSG00000065717,TLE2,chr19,-,3047633,3029223,protein_coding
ENSG00000065802,ASB1,chr2,+,239335383,239335694,protein_coding
ENSG00000065809,FAM107B,chr10,-,14816896,14646400,protein_coding
ENSG00000065833,ME1,chr6,-,84140790,84140764,protein_coding
ENSG00000065882,TBC1D1,chr4,+,37892708,37979033,protein_coding
ENSG00000065883,CDK13,chr7,+,39989636,39989394,protein_coding
ENSG00000065911,MTHFD2,chr2,+,74425689,74425742,protein_coding
ENSG00000065923,SLC9A7,chrX,-,46618607,46618553,protein_coding
ENSG00000065970,FOXJ2,chr12,+,8185299,8185314,protein_coding
ENSG00000065978,YBX1,chr1,+,43148098,43148089,protein_coding
ENSG00000065989,PDE4A,chr19,+,10527449,10563608,protein_coding
ENSG00000066027,PPP2R5A,chr1,+,212458879,212458752,protein_coding
ENSG00000066032,CTNNA2,chr2,+,79412357,79740177,protein_coding
ENSG00000066044,ELAVL1,chr19,-,8509925,8070525,protein_coding
ENSG00000066056,TIE1,chr1,+,43766664,43766676,protein_coding
ENSG00000066084,DIP2B,chr12,+,50898768,50898772,protein_coding
ENSG00000066117,SMARCD1,chr12,+,50478755,50479125,protein_coding
ENSG00000066135,KDM4A,chr1,+,44115829,44115829,protein_coding
ENSG00000066136,NFYC,chr1,+,41157242,41157376,protein_coding
ENSG00000066185,ZMYND12,chr1,-,42921938,42921693,protein_coding
ENSG00000066230,SLC9A3,chr5,-,524447,524564,protein_coding
ENSG00000066248,NGEF,chr2,-,233877982,233792861,protein_coding
ENSG00000066279,ASPM,chr1,-,197115824,197115799,protein_coding
ENSG00000066294,CD84,chr1,-,160549306,160549272,protein_coding
ENSG00000066322,ELOVL1,chr1,-,43833745,43833682,protein_coding
ENSG00000066336,SPI1,chr11,-,47400127,47400091,protein_coding
ENSG00000066379,ZNRD1,chr6,+,30026676,30029070,protein_coding
ENSG00000066382,MPPED2,chr11,-,30608419,30607900,protein_coding
ENSG00000066405,CLDN18,chr3,+,137717577,137729007,protein_coding
ENSG00000066422,ZBTB11,chr3,-,101396339,101395976,protein_coding
ENSG00000066427,ATXN3,chr14,-,92572965,92572908,protein_coding
ENSG00000066455,GOLGA5,chr14,+,93260576,93260673,protein_coding
ENSG00000066468,FGFR2,chr10,-,123357972,123357945,protein_coding
ENSG00000066557,LRRC40,chr1,-,70671303,70671243,protein_coding
ENSG00000066583,ISOC1,chr5,+,128430444,128430444,protein_coding
ENSG00000066629,EML1,chr14,+,100204030,100259750,protein_coding
ENSG00000066651,TRMT11,chr6,+,126307576,126307686,protein_coding
ENSG00000066654,THUMPD1,chr16,-,20753406,20753137,protein_coding
ENSG00000066697,MSANTD3,chr9,+,103189438,103189425,protein_coding
ENSG00000066735,KIF26A,chr14,+,104605060,104604924,protein_coding
ENSG00000066739,ATG2B,chr14,-,96830207,96829678,protein_coding
ENSG00000066777,ARFGEF1,chr8,-,68255912,68256016,protein_coding
ENSG00000066813,ACSM2B,chr16,-,20587749,20587749,protein_coding
ENSG00000066827,ZFAT,chr8,-,135725292,135725274,protein_coding
ENSG00000066855,MTFR1,chr8,+,66556969,66556969,protein_coding
ENSG00000066923,STAG3,chr7,+,99775186,99775554,protein_coding
ENSG00000066926,FECH,chr18,-,55254004,55253911,protein_coding
ENSG00000066933,MYO9A,chr15,-,72410918,72410405,protein_coding
ENSG00000067048,DDX3Y,chrY,+,15016019,15016793,protein_coding
ENSG00000067057,PFKP,chr10,+,3108525,3109740,protein_coding
ENSG00000067064,IDI1,chr10,-,1095110,1094826,protein_coding
ENSG00000067066,SP100,chr2,+,231280657,231280935,protein_coding
ENSG00000067082,KLF6,chr10,-,3827473,3827401,protein_coding
ENSG00000067113,PLPP1,chr5,-,54830878,54830792,protein_coding
ENSG00000067141,NEO1,chr15,+,73344051,73344834,protein_coding
ENSG00000067167,TRAM1,chr8,-,71520622,71520585,protein_coding
ENSG00000067177,PHKA1,chrX,-,71934167,71934152,protein_coding
ENSG00000067182,TNFRSF1A,chr12,-,6451280,6451242,protein_coding
ENSG00000067191,CACNB1,chr17,-,37353956,37353891,protein_coding
ENSG00000067208,EVI5,chr1,-,93257961,93250665,protein_coding
ENSG00000067221,STOML1,chr15,-,74286963,74284583,protein_coding
ENSG00000067225,PKM,chr15,-,72524163,72523531,protein_coding
ENSG00000067248,DHX29,chr5,-,54603550,54603522,protein_coding
ENSG00000067334,DNTTIP2,chr1,-,94345474,94344730,protein_coding
ENSG00000067365,METTL22,chr16,+,8715540,8715555,protein_coding
ENSG00000067369,TP53BP1,chr15,-,43802926,43785353,protein_coding
ENSG00000067445,TRO,chrX,+,54946895,54947257,protein_coding
ENSG00000067533,RRP15,chr1,+,218458629,218458635,protein_coding
ENSG00000067560,RHOA,chr3,-,49450431,49449406,protein_coding
ENSG00000067596,DHX8,chr17,+,41561233,41561352,protein_coding
ENSG00000067606,PRKCZ,chr1,+,1981909,1981914,protein_coding
ENSG00000067646,ZFY,chrY,+,2803322,2803422,protein_coding
ENSG00000067704,IARS2,chr1,+,220267444,220267474,protein_coding
ENSG00000067715,SYT1,chr12,+,79257773,79258566,protein_coding
ENSG00000067798,NAV3,chr12,+,78224685,78334068,protein_coding
ENSG00000067829,IDH3G,chrX,-,153059978,153059830,protein_coding
ENSG00000067836,ROGDI,chr16,-,4852951,4852634,protein_coding
ENSG00000067840,PDZD4,chrX,-,153096020,153096342,protein_coding
ENSG00000067842,ATP2B3,chrX,+,152783134,152783100,protein_coding
ENSG00000067900,ROCK1,chr18,-,18691812,18691754,protein_coding
ENSG00000067955,CBFB,chr16,+,67063019,67063052,protein_coding
ENSG00000067992,PDK3,chrX,+,24483338,24483406,protein_coding
ENSG00000068001,HYAL2,chr3,-,50360337,50358904,protein_coding
ENSG00000068024,HDAC4,chr2,-,240323348,240322714,protein_coding
ENSG00000068028,RASSF1,chr3,-,50378411,50374826,protein_coding
ENSG00000068078,FGFR3,chr4,+,1795034,1795020,protein_coding
ENSG00000068079,IFI35,chr17,+,41158742,41158802,protein_coding
ENSG00000068097,HEATR6,chr17,-,58156292,58156282,protein_coding
ENSG00000068120,COASY,chr17,+,40713485,40714169,protein_coding
ENSG00000068137,PLEKHH3,chr17,-,40829012,40829012,protein_coding
ENSG00000068305,MEF2A,chr15,+,100105622,100106197,protein_coding
ENSG00000068308,OTUD5,chrX,-,48815648,48814858,protein_coding
ENSG00000068323,TFE3,chrX,-,48901012,48900881,protein_coding
ENSG00000068354,TBC1D25,chrX,+,48397845,48398117,protein_coding
ENSG00000068366,ACSL4,chrX,-,108976632,108976463,protein_coding
ENSG00000068383,INPP5A,chr10,+,134351324,134351291,protein_coding
ENSG00000068394,GPKOW,chrX,-,48980151,48980085,protein_coding
ENSG00000068400,GRIPAP1,chrX,-,48858675,48858644,protein_coding
ENSG00000068438,FTSJ1,chrX,+,48334409,48334591,protein_coding
ENSG00000068489,PRR11,chr17,+,57232860,57233107,protein_coding
ENSG00000068615,REEP1,chr2,-,86565206,86564806,protein_coding
ENSG00000068650,ATP11A,chr13,+,113344643,113344494,protein_coding
ENSG00000068654,POLR1A,chr2,-,86333278,86332998,protein_coding
ENSG00000068697,LAPTM4A,chr2,-,20251789,20251381,protein_coding
ENSG00000068724,TTC7A,chr2,+,47143296,47168368,protein_coding
ENSG00000068745,IP6K2,chr3,-,48777786,48754648,protein_coding
ENSG00000068781,STON1-GTF2A1L,chr2,+,48757064,48807950,protein_coding
ENSG00000068784,SRBD1,chr2,-,45839304,45838406,protein_coding
ENSG00000068796,KIF2A,chr5,+,61601989,61602271,protein_coding
ENSG00000068831,RASGRP2,chr11,-,64512928,64511614,protein_coding
ENSG00000068878,PSME4,chr2,-,54197977,54198153,protein_coding
ENSG00000068885,IFT80,chr3,-,160117668,160117004,protein_coding
ENSG00000068903,SIRT2,chr19,-,39390502,39390223,protein_coding
ENSG00000068912,ERLEC1,chr2,+,54014181,54014181,protein_coding
ENSG00000068971,PPP2R5B,chr11,+,64685025,64692161,protein_coding
ENSG00000068976,PYGM,chr11,-,64527769,64527446,protein_coding
ENSG00000068985,PAGE1,chrX,-,49460596,49460585,protein_coding
ENSG00000069011,PITX1,chr5,-,134370503,134369918,protein_coding
ENSG00000069018,TRPC7,chr5,-,135701225,135701225,protein_coding
ENSG00000069020,MAST4,chr5,+,65892189,66300483,protein_coding
ENSG00000069122,ADGRF5,chr6,-,46922680,46922673,protein_coding
ENSG00000069188,SDK2,chr17,-,71640228,71640584,protein_coding
ENSG00000069206,ADAM7,chr8,+,24298443,24298539,protein_coding
ENSG00000069248,NUP133,chr1,-,229644088,229644074,protein_coding
ENSG00000069275,NUCKS1,chr1,-,205719404,205719310,protein_coding
ENSG00000069329,VPS35,chr16,-,46723430,46723081,protein_coding
ENSG00000069345,DNAJA2,chr16,-,47007699,47007582,protein_coding
ENSG00000069399,BCL3,chr19,+,45250962,45251965,protein_coding
ENSG00000069424,KCNAB2,chr1,+,6051526,6086393,protein_coding
ENSG00000069431,ABCC9,chr12,-,22094336,22094358,protein_coding
ENSG00000069482,GAL,chr11,+,68451247,68452012,protein_coding
ENSG00000069493,CLEC2D,chr12,+,9817565,9822313,protein_coding
ENSG00000069509,FUNDC1,chrX,-,44402247,44402105,protein_coding
ENSG00000069535,MAOB,chrX,-,43741693,43741665,protein_coding
ENSG00000069667,RORA,chr15,-,61521518,60884725,protein_coding
ENSG00000069696,DRD4,chr11,+,637293,637285,protein_coding
ENSG00000069702,TGFBR3,chr1,-,92371892,92351678,protein_coding
ENSG00000069712,KIAA1107,chr1,+,92632609,92632609,protein_coding
ENSG00000069764,PLA2G10,chr16,-,14788526,14788526,protein_coding
ENSG00000069812,HES2,chr1,-,6484730,6479979,protein_coding
ENSG00000069849,ATP1B3,chr3,+,141594966,141595485,protein_coding
ENSG00000069869,NEDD4,chr15,-,56285944,56285810,protein_coding
ENSG00000069943,PIGB,chr15,+,55611158,55611420,protein_coding
ENSG00000069956,MAPK6,chr15,+,52244303,52311426,protein_coding
ENSG00000069966,GNB5,chr15,-,52483566,52472122,protein_coding
ENSG00000069974,RAB27A,chr15,-,55611311,55611321,protein_coding
ENSG00000069998,CECR5,chr22,-,17646177,17640167,protein_coding
ENSG00000070010,UFD1L,chr22,-,19466738,19466706,protein_coding
ENSG00000070018,LRP6,chr12,-,12419946,12419953,protein_coding
ENSG00000070019,GUCY2C,chr12,-,14849519,14849533,protein_coding
ENSG00000070031,SCT,chr11,-,627143,627181,protein_coding
ENSG00000070047,PHRF1,chr11,+,576486,576483,protein_coding
ENSG00000070061,IKBKAP,chr9,-,111696396,111696367,protein_coding
ENSG00000070081,NUCB2,chr11,+,17229700,17298324,protein_coding
ENSG00000070087,PFN2,chr3,-,149768575,149688682,protein_coding
ENSG00000070159,PTPN3,chr9,-,112260593,112260587,protein_coding
ENSG00000070182,SPTB,chr14,-,65346601,65346625,protein_coding
ENSG00000070190,DAPP1,chr4,+,100737990,100738007,protein_coding
ENSG00000070193,FGF10,chr5,-,44389808,44389522,protein_coding
ENSG00000070214,SLC44A1,chr9,+,108006903,108006932,protein_coding
ENSG00000070269,TMEM260,chr14,+,56955072,57046544,protein_coding
ENSG00000070366,SMG6,chr17,-,2207065,2207079,protein_coding
ENSG00000070367,EXOC5,chr14,-,57735726,57735608,protein_coding
ENSG00000070371,CLTCL1,chr22,-,19279239,19279208,protein_coding
ENSG00000070388,FGF22,chr19,+,639879,639879,protein_coding
ENSG00000070404,FSTL3,chr19,+,676365,676393,protein_coding
ENSG00000070413,DGCR2,chr22,-,19109967,19109925,protein_coding
ENSG00000070423,RNF126,chr19,-,663277,663184,protein_coding
ENSG00000070444,MNT,chr17,-,2304412,2304354,protein_coding
ENSG00000070476,ZXDC,chr3,-,126194762,126194734,protein_coding
ENSG00000070495,JMJD6,chr17,-,74722881,74722615,protein_coding
ENSG00000070501,POLB,chr8,+,42195972,42196012,protein_coding
ENSG00000070526,ST6GALNAC1,chr17,-,74639920,74639790,protein_coding
ENSG00000070540,WIPI1,chr17,-,66453654,66453620,protein_coding
ENSG00000070601,FRMPD1,chr9,+,37650997,37650973,protein_coding
ENSG00000070610,GBA2,chr9,-,35749225,35749225,protein_coding
ENSG00000070614,NDST1,chr5,+,149865381,149865495,protein_coding
ENSG00000070669,ASNS,chr7,-,97501854,97501720,protein_coding
ENSG00000070718,AP3M2,chr8,+,42010464,42010581,protein_coding
ENSG00000070729,CNGB1,chr16,-,58005020,58005012,protein_coding
ENSG00000070731,ST6GALNAC2,chr17,-,74583038,74581940,protein_coding
ENSG00000070748,CHAT,chr10,+,50817141,50817141,protein_coding
ENSG00000070756,PABPC1,chr8,-,101735037,101734315,protein_coding
ENSG00000070759,TESK2,chr1,-,45956838,45956835,protein_coding
ENSG00000070761,CFAP20,chr16,-,58163354,58163254,protein_coding
ENSG00000070770,CSNK2A2,chr16,-,58231824,58232010,protein_coding
ENSG00000070778,PTPN21,chr14,-,89021077,89021330,protein_coding
ENSG00000070785,EIF2B3,chr1,-,45452394,45452267,protein_coding
ENSG00000070808,CAMK2A,chr5,-,149669854,149669336,protein_coding
ENSG00000070814,TCOF1,chr5,+,149737202,149737267,protein_coding
ENSG00000070831,CDC42,chr1,+,22379120,22379202,protein_coding
ENSG00000070882,OSBPL3,chr7,-,25021253,25019774,protein_coding
ENSG00000070886,EPHA8,chr1,+,22890057,22889982,protein_coding
ENSG00000070915,SLC12A3,chr16,+,56899119,56899119,protein_coding
ENSG00000070950,RAD18,chr3,-,9005457,9005127,protein_coding
ENSG00000070961,ATP2B1,chr12,-,90103077,90102608,protein_coding
ENSG00000070985,TRPM5,chr11,-,2444275,2444275,protein_coding
ENSG00000071051,NCK2,chr2,+,106361354,106361369,protein_coding
ENSG00000071054,MAP4K4,chr2,+,102313312,102314169,protein_coding
ENSG00000071073,MGAT4A,chr2,-,99347589,99347574,protein_coding
ENSG00000071082,RPL31,chr2,+,101618177,101618754,protein_coding
ENSG00000071127,WDR1,chr4,-,10118573,10118384,protein_coding
ENSG00000071189,SNX13,chr7,-,17980124,17980114,protein_coding
ENSG00000071203,MS4A12,chr11,+,60260251,60260251,protein_coding
ENSG00000071205,ARHGAP10,chr4,+,148653214,148653239,protein_coding
ENSG00000071242,RPS6KA2,chr6,-,167319939,167040703,protein_coding
ENSG00000071243,ING3,chr7,+,120590803,120590831,protein_coding
ENSG00000071246,VASH1,chr14,+,77228532,77228099,protein_coding
ENSG00000071282,LMCD1,chr3,+,8543393,8543509,protein_coding
ENSG00000071462,WBSCR22,chr7,+,73097355,73097927,protein_coding
ENSG00000071537,SEL1L,chr14,-,82000205,82000189,protein_coding
ENSG00000071539,TRIP13,chr5,+,892758,892999,protein_coding
ENSG00000071553,ATP6AP1,chrX,+,153656978,153657023,protein_coding
ENSG00000071564,TCF3,chr19,-,1652604,1652614,protein_coding
ENSG00000071575,TRIB2,chr2,+,12857015,12857068,protein_coding
ENSG00000071626,DAZAP1,chr19,+,1407568,1407587,protein_coding
ENSG00000071655,MBD3,chr19,-,1592800,1592750,protein_coding
ENSG00000071677,PRLH,chr2,+,238475217,238475217,protein_coding
ENSG00000071794,HLTF,chr3,-,148804341,148804297,protein_coding
ENSG00000071859,FAM50A,chrX,+,153672473,153672488,protein_coding
ENSG00000071889,FAM3A,chrX,-,153744566,153744556,protein_coding
ENSG00000071894,CPSF1,chr8,-,145634733,145634710,protein_coding
ENSG00000071909,MYO3B,chr2,+,171034655,171034657,protein_coding
ENSG00000071967,CYBRD1,chr2,+,172378757,172378987,protein_coding
ENSG00000071991,CDH19,chr18,-,64271375,64271327,protein_coding
ENSG00000071994,PDCD2,chr6,-,170893780,170893716,protein_coding
ENSG00000072041,SLC6A15,chr12,-,85307394,85306542,protein_coding
ENSG00000072042,RDH11,chr14,-,68162531,68162476,protein_coding
ENSG00000072062,PRKACA,chr19,-,14228896,14228574,protein_coding
ENSG00000072071,ADGRL1,chr19,-,14316999,14316981,protein_coding
ENSG00000072080,SPP2,chr2,+,234959323,234959382,protein_coding
ENSG00000072110,ACTN1,chr14,-,69446157,69446019,protein_coding
ENSG00000072121,ZFYVE26,chr14,-,68283307,68283302,protein_coding
ENSG00000072133,RPS6KA6,chrX,-,83442915,83443189,protein_coding
ENSG00000072134,EPN2,chr17,+,19118928,19186405,protein_coding
ENSG00000072135,PTPN18,chr2,+,131113580,131129802,protein_coding
ENSG00000072163,LIMS2,chr2,-,128439360,128432690,protein_coding
ENSG00000072182,ASIC4,chr2,+,220378892,220379207,protein_coding
ENSG00000072195,SPEG,chr2,+,220299568,220306765,protein_coding
ENSG00000072201,LNX1,chr4,-,54567572,54424378,protein_coding
ENSG00000072210,ALDH3A2,chr17,+,19551449,19552091,protein_coding
ENSG00000072274,TFRC,chr3,-,195809060,195808961,protein_coding
ENSG00000072310,SREBF1,chr17,-,17740316,17740300,protein_coding
ENSG00000072315,TRPC5,chrX,-,111326004,111326004,protein_coding
ENSG00000072364,AFF4,chr5,-,132299326,132299326,protein_coding
ENSG00000072401,UBE2D1,chr10,+,60094735,60094766,protein_coding
ENSG00000072415,MPP5,chr14,+,67707826,67708152,protein_coding
ENSG00000072422,RHOBTB1,chr10,-,62761198,62703938,protein_coding
ENSG00000072444,ASAH2C,chr10,-,48055018,48055018,protein_coding
ENSG00000072501,SMC1A,chrX,-,53449677,53449603,protein_coding
ENSG00000072506,HSD17B10,chrX,-,53461320,53461317,protein_coding
ENSG00000072518,MARK2,chr11,+,63606400,63606598,protein_coding
ENSG00000072571,HMMR,chr5,+,162887209,162887649,protein_coding
ENSG00000072609,CHFR,chr12,-,133532890,133464191,protein_coding
ENSG00000072657,TRHDE,chr12,+,72481046,72666150,protein_coding
ENSG00000072682,P4HA2,chr5,-,131631008,131563544,protein_coding
ENSG00000072694,FCGR2B,chr1,+,161632937,161632937,protein_coding
ENSG00000072736,NFATC3,chr16,+,68118654,68119348,protein_coding
ENSG00000072756,TRNT1,chr3,+,3168600,3168635,protein_coding
ENSG00000072778,ACADVL,chr17,+,7120444,7123257,protein_coding
ENSG00000072786,STK10,chr5,-,171615390,171615200,protein_coding
ENSG00000072803,FBXW11,chr5,-,171433877,171433642,protein_coding
ENSG00000072818,ACAP1,chr17,+,7239848,7239851,protein_coding
ENSG00000072832,CRMP1,chr4,-,5894785,5890206,protein_coding
ENSG00000072840,EVC,chr4,+,5712924,5712930,protein_coding
ENSG00000072849,DERL2,chr17,-,5390131,5389494,protein_coding
ENSG00000072858,SIDT1,chr3,+,113251143,113251413,protein_coding
ENSG00000072864,NDE1,chr16,+,15737124,15744104,protein_coding
ENSG00000072952,MRVI1,chr11,-,10715535,10715090,protein_coding
ENSG00000072954,TMEM38A,chr19,+,16771938,16771950,protein_coding
ENSG00000072958,AP1M1,chr19,+,16308389,16308722,protein_coding
ENSG00000073008,PVR,chr19,+,45147098,45147210,protein_coding
ENSG00000073050,XRCC1,chr19,-,44084625,44079679,protein_coding
ENSG00000073060,SCARB1,chr12,-,125367214,125348410,protein_coding
ENSG00000073067,CYP2W1,chr7,+,1022835,1022817,protein_coding
ENSG00000073111,MCM2,chr3,+,127317066,127317254,protein_coding
ENSG00000073146,MOV10L1,chr22,+,50528308,50552928,protein_coding
ENSG00000073150,PANX2,chr22,+,50609160,50608690,protein_coding
ENSG00000073169,SELO,chr22,+,50639408,50639462,protein_coding
ENSG00000073282,TP63,chr3,+,189349205,189507449,protein_coding
ENSG00000073331,ALPK1,chr4,+,113206665,113218557,protein_coding
ENSG00000073350,LLGL2,chr17,+,73521161,73521799,protein_coding
ENSG00000073417,PDE8A,chr15,+,85523671,85525087,protein_coding
ENSG00000073464,CLCN4,chrX,+,10124985,10126508,protein_coding
ENSG00000073536,NLE1,chr17,-,33469334,33469316,protein_coding
ENSG00000073578,SDHA,chr5,+,218356,218439,protein_coding
ENSG00000073584,SMARCE1,chr17,-,38804760,38804070,protein_coding
ENSG00000073598,FNDC8,chr17,+,33448598,33448650,protein_coding
ENSG00000073605,GSDMB,chr17,-,38076107,38074888,protein_coding
ENSG00000073614,KDM5A,chr12,-,498620,498450,protein_coding
ENSG00000073670,ADAM11,chr17,+,42836399,42836356,protein_coding
ENSG00000073711,PPP2R3A,chr3,+,135684515,135684600,protein_coding
ENSG00000073712,FERMT2,chr14,-,53419153,53417768,protein_coding
ENSG00000073734,ABCB11,chr2,-,169887832,169887834,protein_coding
ENSG00000073737,DHRS9,chr2,+,169921299,169926073,protein_coding
ENSG00000073754,CD5L,chr1,-,157868046,157811598,protein_coding
ENSG00000073756,PTGS2,chr1,-,186649559,186649555,protein_coding
ENSG00000073792,IGF2BP2,chr3,-,185542844,185542795,protein_coding
ENSG00000073803,MAP3K13,chr3,+,185000729,185000764,protein_coding
ENSG00000073849,ST6GAL1,chr3,+,186648274,186648325,protein_coding
ENSG00000073861,TBX21,chr17,+,45810610,45810602,protein_coding
ENSG00000073910,FRY,chr13,+,32605437,32605914,protein_coding
ENSG00000073921,PICALM,chr11,-,85780924,85780117,protein_coding
ENSG00000073969,NSF,chr17,+,44668035,44668035,protein_coding
ENSG00000074047,GLI2,chr2,+,121493199,121493457,protein_coding
ENSG00000074054,CLASP1,chr2,-,122407163,122407038,protein_coding
ENSG00000074071,MRPS34,chr16,-,1823156,1823131,protein_coding
ENSG00000074181,NOTCH3,chr19,-,15311792,15311806,protein_coding
ENSG00000074201,CLNS1A,chr11,-,77348850,77348839,protein_coding
ENSG00000074211,PPP2R2C,chr4,-,6565327,6474341,protein_coding
ENSG00000074219,TEAD2,chr19,-,49865714,49865671,protein_coding
ENSG00000074266,EED,chr11,+,85955586,85955831,protein_coding
ENSG00000074276,CDHR2,chr5,+,175969512,175976343,protein_coding
ENSG00000074317,SNCB,chr5,-,176057557,176057535,protein_coding
ENSG00000074319,TSG101,chr11,-,18548779,18548470,protein_coding
ENSG00000074356,NCBP3,chr17,-,3749545,3749540,protein_coding
ENSG00000074370,ATP2A3,chr17,-,3867758,3867731,protein_coding
ENSG00000074410,CA12,chr15,-,63674360,63674045,protein_coding
ENSG00000074416,MGLL,chr3,-,127542093,127542028,protein_coding
ENSG00000074527,NTN4,chr12,-,96184930,96184541,protein_coding
ENSG00000074582,BCS1L,chr2,+,219523487,219524437,protein_coding
ENSG00000074590,NUAK1,chr12,-,106533811,106533302,protein_coding
ENSG00000074603,DPP8,chr15,-,65810042,65810027,protein_coding
ENSG00000074621,SLC24A1,chr15,+,65903704,65903703,protein_coding
ENSG00000074657,ZNF532,chr18,+,56529832,56532109,protein_coding
ENSG00000074660,SCARF1,chr17,-,1549041,1549026,protein_coding
ENSG00000074695,LMAN1,chr18,-,57027194,57026486,protein_coding
ENSG00000074696,HACD3,chr15,+,65822756,65822853,protein_coding
ENSG00000074706,IPCEF1,chr6,-,154677926,154568788,protein_coding
ENSG00000074755,ZZEF1,chr17,-,4046314,4046307,protein_coding
ENSG00000074771,NOX3,chr6,-,155777037,155776973,protein_coding
ENSG00000074800,ENO1,chr1,-,8939308,8938745,protein_coding
ENSG00000074803,SLC12A1,chr15,+,48483861,48498499,protein_coding
ENSG00000074842,MYDGF,chr19,-,4670382,4670354,protein_coding
ENSG00000074855,ANO8,chr19,-,17445638,17445580,protein_coding
ENSG00000074935,TUBE1,chr6,-,112408732,112408685,protein_coding
ENSG00000074964,ARHGEF10L,chr1,+,17866330,17866251,protein_coding
ENSG00000074966,TXK,chr4,-,48136273,48136267,protein_coding
ENSG00000075035,WSCD2,chr12,+,108523248,108523065,protein_coding
ENSG00000075043,KCNQ2,chr20,-,62104030,62104008,protein_coding
ENSG00000075073,TACR2,chr10,-,71176623,71169038,protein_coding
ENSG00000075089,ACTR6,chr12,+,100592900,100594594,protein_coding
ENSG00000075131,TIPIN,chr15,-,66679084,66649023,protein_coding
ENSG00000075142,SRI,chr7,-,87856308,87849351,protein_coding
ENSG00000075151,EIF4G3,chr1,-,21503381,21503390,protein_coding
ENSG00000075188,NUP37,chr12,-,102513902,102513892,protein_coding
ENSG00000075213,SEMA3A,chr7,-,84122040,83824105,protein_coding
ENSG00000075218,GTSE1,chr22,+,46692638,46692767,protein_coding
ENSG00000075223,SEMA3C,chr7,-,80551675,80548367,protein_coding
ENSG00000075234,TTC38,chr22,+,46663858,46663917,protein_coding
ENSG00000075239,ACAT1,chr11,+,107992243,107992294,protein_coding
ENSG00000075240,GRAMD4,chr22,+,46971909,46972994,protein_coding
ENSG00000075275,CELSR1,chr22,-,46933067,46933497,protein_coding
ENSG00000075290,WNT8B,chr10,+,102222798,102222768,protein_coding
ENSG00000075292,ZNF638,chr2,+,71503691,71558912,protein_coding
ENSG00000075303,SLC25A40,chr7,-,87505672,87505672,protein_coding
ENSG00000075336,TIMM21,chr18,+,71815746,71815758,protein_coding
ENSG00000075340,ADD2,chr2,-,70995357,70995329,protein_coding
ENSG00000075388,FGF4,chr11,-,69590171,69590109,protein_coding
ENSG00000075391,RASAL2,chr1,+,178063276,178063239,protein_coding
ENSG00000075399,VPS9D1,chr16,-,89787394,89787288,protein_coding
ENSG00000075407,ZNF37A,chr10,+,38383264,38383293,protein_coding
ENSG00000075413,MARK3,chr14,+,103851729,103851752,protein_coding
ENSG00000075415,SLC25A3,chr12,+,98987369,98987464,protein_coding
ENSG00000075420,FNDC3B,chr3,+,171757418,171757409,protein_coding
ENSG00000075426,FOSL2,chr2,+,28615315,28615725,protein_coding
ENSG00000075429,CACNG5,chr17,+,64831235,64831235,protein_coding
ENSG00000075461,CACNG4,chr17,+,64961026,64960823,protein_coding
ENSG00000075539,FRYL,chr4,-,48782339,48782288,protein_coding
ENSG00000075568,TMEM131,chr2,-,98612354,98612394,protein_coding
ENSG00000075618,FSCN1,chr7,+,5632454,5632447,protein_coding
ENSG00000075624,ACTB,chr7,-,5603415,5570232,protein_coding
ENSG00000075643,MOCOS,chr18,+,33767482,33767482,protein_coding
ENSG00000075651,PLD1,chr3,-,171528740,171528254,protein_coding
ENSG00000075673,ATP12A,chr13,+,25254549,25254549,protein_coding
ENSG00000075702,WDR62,chr19,+,36545783,36545815,protein_coding
ENSG00000075711,DLG1,chr3,-,197026171,197025483,protein_coding
ENSG00000075785,RAB7A,chr3,+,128444965,128445026,protein_coding
ENSG00000075790,BCAP29,chr7,+,107220422,107220691,protein_coding
ENSG00000075826,SEC31B,chr10,-,102279621,102269059,protein_coding
ENSG00000075856,SART3,chr12,-,108955176,108954944,protein_coding
ENSG00000075884,ARHGAP15,chr2,+,143848931,143886988,protein_coding
ENSG00000075886,TUBA3D,chr2,+,132233666,132233691,protein_coding
ENSG00000075891,PAX2,chr10,+,102495360,102505339,protein_coding
ENSG00000075914,EXOSC7,chr3,+,45016733,45017736,protein_coding
ENSG00000075945,KIFAP3,chr1,-,170054349,170043793,protein_coding
